code	value_en	description_en	synonym	chrLocation	chrBand	tissueType	codesystem	description_code
NUP214	nucleoporin 214kDa (CAN)	Tumour TYPE: AML, T-ALL	8021,ENSG00000126883,NUP214,P35658	9:131125705-131233487	9q34.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8021
NUP98	nucleoporin 98kDa	Tumour TYPE: AML	4928,ENSG00000110713,NUP98,P52948	11:3676159-3782117	11p15	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4928
NUTM1	NUT midline carcinoma, family member 1	Tumour TYPE: lethal midline carcinoma	256646,C15orf55,ENSG00000184507,NUTM1,Q86Y26	15:34346021-34357492	15q14	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=256646
NUTM2A	NUT family member 2A	Tumour TYPE: endometrial stromal sarcoma	ENSG00000214562,FAM22D,NUTM2D,Q5VT03	10:87358266-87367372	10q23.2	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=728118
NUTM2B	NUT family member 2B	Tumour TYPE: endometrial stromal sarcoma	729262,A6NNL0,ENSG00000188199,FAM22B,NUTM2B	10:79703610-79712485	10q22.3	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=729262
OLIG2	oligodendrocyte lineage transcription factor 2 (BHLHB1)	Tumour TYPE: T-ALL	10215,BHLHB1,ENSG00000205927,OLIG2,PRKCBP2,Q13516	21:33026863-33027834	21q22.11	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10215
OMD	osteomodulin	Tumour TYPE: aneurysmal bone cyst	4958,ENSG00000127083,OMD,Q99983	9:92415152-92417558	9q22.31	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=4958
P2RY8	purinergic receptor P2Y, G-protein coupled, 8			X,Y:1465479-1466558	Xp22.3		COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=286530
PABPC1	poly(A) binding protein cytoplasmic 1	Tumour TYPE: HNSCC, biliary tract carcinoma	26986,ENSG00000070756,P11940,PAB1,PABPC1,PABPC2	8:100704298-100721583	8q22.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=26986
PAFAH1B2	platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa	Tumour TYPE: MLCLS	5049,ENSG00000168092,P68402,PAFAH1B2	11:117152449-117167700	11q23	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5049
PALB2	partner and localizer of BRCA2		79728,ENSG00000083093,PALB2,Q86YC2	16:23603459-23641157	16p12.1	L,O,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=79728
PAX3	paired box gene 3	Tumour TYPE: alveolar rhabdomyosarcoma		2:222201174-222298615	2q35	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5077
PAX5	paired box gene 5 (B-cell lineage specific activator protein)	Tumour TYPE: NHL, ALL, B-ALL	5079,ENSG00000196092,PAX5,Q02548	9:36840560-37034031	9p13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5079
PAX7	paired box gene 7	Tumour TYPE: alveolar rhabdomyosarcoma	5081,ENSG00000009709,P23759,PAX7	1:18631604-18736039	1p36.2-p36.12	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5081
PAX8	paired box gene 8	Tumour TYPE: follicular thyroid	7849,ENSG00000125618,PAX8,Q06710	2:113218533-113278394	2q12-q14	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7849
PBRM1	polybromo 1	Tumour TYPE: clear cell renal carcinoma, breast	55193,ENSG00000163939,PBRM1,Q86U86	3:52548063-52679711	3p21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=55193
PBX1	pre-B-cell leukemia transcription factor 1	Tumour TYPE: pre B-ALL, myoepithelioma	5087,ENSG00000185630,P40424,PBX1	1:164559824-164846677	1q23	L,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5087
PCBP1	poly(rC) binding protein 1	Tumour TYPE: CRC	5093,ENSG00000169564,PCBP1,Q15365	2:70087744-70088814	2p13.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5093
PCM1	pericentriolar material 1  (PTC4)	Tumour TYPE: papillary thyroid, CML, MPN	5108,ENSG00000078674,PCM1,Q15154	8:17935611-18027662	8p22-p21.3	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5108
PDCD1LG2	programmed cell death 1 ligand 2	Tumour TYPE: PMBL, Hodgkin lymphoma	80380,ENSG00000197646,PDCD1LG2,Q9BQ51	9:5522547-5569959	9p24.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=80380
PDE4DIP	phosphodiesterase 4D interacting protein (myomegalin)	Tumour TYPE: MPN	9659,CMYA2,ENSG00000178104,PDE4DIP,Q5VU43	1:148889754-149031985	1q12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9659
PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	Tumour TYPE: DFSP	5155,ENSG00000100311,P01127,PDGFB,SIS	22:39225723-39243963	22q12.3-q13.1	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5155
PDGFRA	platelet-derived growth factor, alpha-receptor	Tumour TYPE: GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma	5156,ENSG00000134853,P16234,PDGFRA	4:54258769-54295272	4q11-q13	L,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5156
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	Tumour TYPE: MPN, AML, CMML, CML	5159,ENSG00000113721,P09619,PDGFR,PDGFRB	5:150115763-150137047	5q31-q32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5159
PER1	period homolog 1 (Drosophila)	Tumour TYPE: AML, CMML	5187,ENSG00000179094,O15534,PER,PER1	17:8141068-8150706	17p13.1-17p12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5187
PHF6	PHD finger protein 6	Tumour TYPE: ETP ALL	84295,BFLS,BORJ,ENSG00000156531,PHF6,Q8IWS0	X:134377618-134425330	Xq26.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=84295
PHOX2B	paired-like homeobox 2b	Tumour TYPE: neuroblastoma	8929,ENSG00000109132,PHOX2B,PMX2B,Q99453	4:41745807-41748610	4p12	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8929
PICALM	phosphatidylinositol binding clathrin assembly protein (CALM)	Tumour TYPE: T-ALL, AML	8301,ENSG00000073921,PICALM,Q13492	11:85959046-86068780	11q14	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8301
PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	Tumour TYPE: colorectal, gastric, glioblastoma, breast	5290,ENSG00000121879,P42336,PIK3CA	3:179198826-179234364	3q26.3	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5290
PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	Tumour TYPE: SCC, NSCLC	5291,ENSG00000051382,P42338,PIK3C1,PIK3CB	3:138655389-138759343	3q22.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5291
PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	Tumour TYPE: glioblastoma, ovarian, colorectal	5295,ENSG00000145675,P27986,PIK3R1	5:68226676-68297601	5q13.1	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5295
PIM1	pim-1 oncogene	Tumour TYPE: NHL	5292,ENSG00000137193,P11309,PIM,PIM1	6:37170576-37174091	6p21.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5292
PLAG1	pleiomorphic adenoma gene 1	Tumour TYPE: salivary adenoma, lipoblastoma	5324,ENSG00000181690,PLAG1,Q6DJT9	8:56166243-56168269	8q12	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5324
PLCG1	phospholipase C, gamma 1	Tumour TYPE: angiosarcoma	5335,ENSG00000124181,P19174,PLC1,PLCG1	20:41137642-41174509	20q12-q13.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5335
PML	promyelocytic leukemia	Tumour TYPE: APL, ALL	5371,ENSG00000140464,P29590,PML	15:73994813-74045008	15q22	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5371
PMS1	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)		5378,ENSG00000064933,P54277,PMS1,PMSL1	2:189791810-189877436	2q31-q33	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5378
PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)		5395,ENSG00000122512,P54278,PMS2,PMSL2	7:5973399-6009019	7p22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5395
POLD1	DNA polymerase delta 1, catalytic subunit	Tumour TYPE: CRC	5424,ENSG00000062822,P28340,POLD,POLD1	19:50398852-50417947	19q13.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5424
POLE	polymerase (DNA directed), epsilon, catalytic subunit	Tumour TYPE: colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer	5426,ENSG00000177084,POLE,Q07864	12:132624697-132687315	12q24.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5426
POLG	DNA polymerase gamma, catalytic subunit	Tumour TYPE: CRC	5428,ENSG00000140521,P54098,POLG	15:89316751-89333754	15q26.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5428
POLQ	DNA polymerase theta	Tumour TYPE: oral SCC	10721,ENSG00000051341,POLQ	3:121432304-121546641	3q13.33	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=10721
POT1	protection of telomeres 1	Tumour TYPE: CLL	25913,ENSG00000128513,POT1,Q9NUX5	7:124823962-124897173	7q31.33	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=25913
POU2AF1	POU domain, class 2, associating factor 1 (OBF1)	Tumour TYPE: NHL	5450,ENSG00000110777,POU2AF1,Q16633	11:111354261-111379177	11q23.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5450
POU5F1	POU domain, class 5, transcription factor 1	Tumour TYPE: sarcoma	5460,ENSG00000204531,OTF3,POU5F1,Q01860	6:31164601-31170620	6p21.31	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5460
PPARG	peroxisome proliferative activated receptor, gamma	Tumour TYPE: follicular thyroid		3:12351593-12434145	3p25	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5468
PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	Tumour TYPE: Spitzoid tumour, inflammatory myofibroblastic tumour	8496,ENSG00000110841,PPFIBP1,Q86W92	12:27633397-27692882	12p12.1	E,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8496
PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	Tumour TYPE: glioma, ovarian cancer, breast cancer	8493,ENSG00000170836,O15297,PPM1D	17:60600415-60663552	17q23.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8493
PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha	Tumour TYPE: clear cell ovarian carcinoma	5518,ENSG00000105568,P30153,PPP2R1A	19:52190097-52225981	19q13.41	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5518
PPP6C	protein phosphatase 6, catalytic subunit	Tumour TYPE: melanoma	5537,ENSG00000119414,O00743,PPP6C	9:125149673-125189718	9q33.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5537
PRCC	papillary renal cell carcinoma (translocation-associated)	Tumour TYPE: papillary renal	5546,ENSG00000143294,PRCC,Q92733	1:156767772-156800460	1q21.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5546
PRDM1	PR domain containing 1, with ZNF domain	Tumour TYPE: DLBCL	639,BLIMP1,ENSG00000057657,O75626,PRDM1	6:106088267-106107486	6q21	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=639
PRDM16	PR domain containing 16	Tumour TYPE: MDS, AML	63976,ENSG00000142611,PRDM16,Q9HAZ2	1:3069260-3433811	1p36.23-p33	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=63976
PRDM2	PR/SET domain 2	Tumour TYPE: glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC	7799,ENSG00000116731,PRDM2,Q13029	1:13715606-13816547	1p36.21	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7799
PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	Tumour TYPE: melanoma, pancreatic ductal adenocarcinoma	80243,DEPDC2,ENSG00000046889,PREX2,Q70Z35	8:67952395-68231378	8q13.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=80243
PRF1	perforin 1 (pore forming protein)		5551,ENSG00000180644,P14222,PRF1	10:70598053-70600902	10q22	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5551
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	Tumour TYPE: fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma	5566,ENSG00000072062,P17612,PRKACA	19:14093112-14117547	19p13.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5566
PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Tumour TYPE: papillary thyroid	5573,ENSG00000108946,P10644,PRKAR1,PRKAR1A,TSE1	17:68515400-68530449	17q23-q24	E,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5573
PRKCB	protein kinase C beta	Tumour TYPE: adult T-cell lymphoma-leukaemia	5579,ENSG00000166501,P05771,PKCB,PRKCB,PRKCB1,PRKCB2	16:23836176-24214816	16p12.2-p12.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5579
PRPF40B	pre-mRNA processing factor 40 homolog B	Tumour TYPE: melanoma, colon carcinoma, MDS	25766,ENSG00000110844,PRPF40B,Q6NWY9	12:49630608-49644192	12q13.12	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=25766
PRRX1	paired related homeobox 1	Tumour TYPE: AML	5396,ENSG00000116132,P54821,PMX1,PRRX1	1:170664220-170730332	1q24	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5396
PSIP1	PC4 and SFRS1 interacting protein 1 (LEDGF)	Tumour TYPE: AML	11168,ENSG00000164985,O75475,PSIP1,PSIP2	9:15471207-15510188	9p22.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=11168
PTCH1	Homolog of Drosophila Patched gene	Tumour TYPE: skin basal cell, medulloblastoma	5727,ENSG00000185920,NBCCS,PTCH,PTCH1,Q13635	9:95446912-95508361	9q22.3	E,M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5727
PTEN	phosphatase and tensin homolog gene	Tumour TYPE: glioma, prostate, endometrial	5728,BZS,ENSG00000171862,MHAM,P60484,PTEN	10:87864470-87965472	10q23.3	L,E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5728
PTK6	protein tyrosine kinase 6	Tumour TYPE: renal, gastric, head and neck, ovarian, others	5753,ENSG00000101213,PTK6,Q13882	20:63529536-63537314	20q13.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5753
PTPN11	protein tyrosine phosphatase, non-receptor type 11	Tumour TYPE: JMML, AML, MDS	5781,ENSG00000179295,NS1,PTPN11,Q06124	12:112419112-112504764	12q24.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5781
PTPN13	protein tyrosine phosphatase, non-receptor type 13	Tumour TYPE: lung, NSCLC, gastric, peritoneal carcinomatosis	5783,ENSG00000163629,PTPN13,Q12923	4:86635257-86814551	4q21.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5783
PTPN6	protein tyrosine phosphatase, non-receptor type 6	Tumour TYPE: DLBCL	5777,ENSG00000111679,P29350,PTPN6	12:6951513-6960864	12p13.31	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5777
PTPRB	protein tyrosine phosphatase, receptor type, B	Tumour TYPE: angiosarcoma	5787,ENSG00000127329,P23467,PTPB,PTPRB	12:70521489-70609814	12q15-q21	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5787
PTPRC	protein tyrosine phosphatase, receptor type, C	Tumour TYPE: T-ALL	5788,CD45,ENSG00000081237,PTPRC	1:198639275-198756181	1q31-q32	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5788
PTPRD	protein tyrosine phosphatase, receptor type D	Tumour TYPE: lung cancer, kidney cancer, HNSCC, glioblastoma	5789,ENSG00000153707,P23468,PTPRD	9:8317874-8733843	9p24.1-p23	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5789
PTPRK	protein tyrosine phosphatase, receptor type, K	Tumour TYPE: colorectal	5796,ENSG00000152894,PTPRK,Q15262	6:127970227-128520358	6q22.2-q22.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5796
PTPRT	protein tyrosine phosphatase, receptor type T	Tumour TYPE: HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma	11122,ENSG00000196090,O14522,PTPRT	20:42080879-43189733	20q12-q13	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=11122
PWWP2A	PWWP domain containing 2A	Tumour TYPE: Spitzoid tumour	114825,ENSG00000170234,PWWP2A,Q96N64	5:160078155-160119388	5q33.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=114825
QKI	QKI, KH domain containing, RNA binding	Tumour TYPE: angiocentric glioma, colorectal cancer	9444,ENSG00000112531,Q96PU8,QKI	6:163415194-163570710	6q26	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9444
RABEP1	rabaptin, RAB GTPase binding effector protein 1	Tumour TYPE: CMML	9135,ENSG00000029725,Q15276,RABEP1	17:5282488-5383224	17p13.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9135
RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	Tumour TYPE: melanoma, carcinoma	5879,ENSG00000136238,P63000,RAC1	7:6374736-6402446	7p22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5879
RAD17	RAD17 checkpoint clamp loader component	Tumour TYPE: lymphoma, colon cancer		5:68677728-68677884	5q13.2	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5884
RAD21	RAD21 homolog (S. pombe)	Tumour TYPE: AML, endometrium, colorectal, lung	5885,ENSG00000164754,O60216,RAD21	8:116847500-116866729	8q24.11	L,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5885
RAD51B	RAD51 paralog B	Tumour TYPE: lipoma, uterine leiomyoma	5890,ENSG00000182185,O15315,RAD51B,RAD51L1	14:67823544-68594603	14q23-q24.2	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5890
RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	Tumour TYPE: pilocytic astrocytoma, prostate	5894,ENSG00000132155,P04049,RAF1	3:12584514-12618721	3p25	O,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5894
RALGDS	ral guanine nucleotide dissociation stimulator	Tumour TYPE: PMBL, Hodgkin lymphoma,	5900,ENSG00000160271,Q12967,RALGDS	9:133098587-133121154	9q34.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5900
RANBP2	RAN binding protein 2	Tumour TYPE: inflammatory myofibroblastic tumour	5903,ANE1,ENSG00000153201,P49792,RANBP2	2:108719607-108783901	2q12.3	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5903
RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	Tumour TYPE: T-ALL	5910,ENSG00000138698,P52306,RAP1GDS1	4:98261566-98442117	4q21-q25	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5910
RARA	retinoic acid receptor, alpha	Tumour TYPE: APL	5914,ENSG00000131759,P10276,RARA	17:40331219-40356226	17q12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5914
RB1	retinoblastoma gene	Tumour TYPE: retinoblastoma, sarcoma, breast, small cell lung carcinoma	5925,ENSG00000139687,OSRC,P06400,RB1	13:48303913-48480071	13q14	L,E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5925
RBM10	RNA binding motif protein 10	Tumour TYPE: lung adenocarcinoma	8241,ENSG00000182872,P98175,RBM10	X:47147482-47186599	Xp11.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8241
RBM15	RNA binding motif protein 15	Tumour TYPE: acute megakaryocytic leukaemia	64783,ENSG00000162775,Q96T37,RBM15	1:110339407-110345610	1p13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=64783
RECQL4	RecQ protein-like 4		9401,ENSG00000160957,RECQ4,RECQL4,RTS,RecQ4	8:144511431-144517784	8q24.3	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9401
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	Tumour TYPE: Hodgkin lymphoma	5966,ENSG00000162924,Q04864,REL	2:60881841-60922535	2p13-p12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5966
RET	ret proto-oncogene	Tumour TYPE: medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour	5979,ENSG00000165731,HSCR1,MEN2A,MEN2B,MTC1,P07949,RET	10:43077259-43128269	10q11.2	E,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=5979
RFWD3	ring finger and WD repeat domain 3	Tumour TYPE: lung cancer	55159,ENSG00000168411,Q6PCD5,RFWD3	16:74623928-74661449	16q23.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=55159
RGPD3	RANBP2-like and GRIP domain containing 3	Tumour TYPE: endometrioid adenocarcinoma	653489,A6NKT7,ENSG00000153165,RGPD3	2:106405219-106468288	2q12.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=653489
RGS7	regulator of G protein signaling 7	Tumour TYPE: melanoma	6000,ENSG00000182901,P49802,RGS7	1:240776163-241355776	1q43	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6000
RHOA	ras homolog family member A	Tumour TYPE: diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma	387,ARH12,ARHA,ENSG00000067560,P61586,RHOA	3:49360209-49375589	3p21.3	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=387
RHOH	ras homolog family member H	Tumour TYPE: NHL	399,ARHH,ENSG00000168421,Q15669,RHOH	4:40243387-40243962	4p13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=399
RMI2	RecQ mediated genome instability 2	Tumour TYPE: PMBL, Hodgkin lymphoma	116028,C16orf75,ENSG00000175643,Q96E14,RMI2	16:11345472-11350790	16p13.13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=116028
RNF213	ring finger protein 213	Tumour TYPE: ALCL	57674,C17orf27,ENSG00000173821,KIAA1618,MYMY2,RNF213	17:80340149-80393498	17q25.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=57674
RNF43	ring finger protein 43	Tumour TYPE: cholangiocarcinoma, ovary, pancreas	54894,ENSG00000108375,Q68DV7,RNF43	17:58354943-58415577	17q23.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=54894
ROBO2	roundabout guidance receptor 2	Tumour TYPE: colorectal adenocarcinoma, melanoma	6092,ENSG00000185008,Q9HCK4,ROBO2	3:77040786-77646055	3p12.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6092
ROS1	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	Tumour TYPE: glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian	6098,ENSG00000047936,P08922,ROS1	6:117288492-117425656	6q22	O,E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6098
RPL10	ribosomal protein L10	Tumour TYPE: T-ALL	6134,ENSG00000147403,P27635,RPL10	X:154398520-154400854	Xq28	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6134
RPL22	ribosomal protein L22 (EAP)	Tumour TYPE: AML, CML	6146,ENSG00000116251,P35268,RPL22	1:6186672-6199573	1p36.31	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6146
RPL5	ribososomal protein L5	Tumour TYPE: T-ALL	6083,ENSG00000122406,P46777,RPL5	1:92832115-92841865	1p22.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6125
RPN1	ribophorin I	Tumour TYPE: AML	6184,ENSG00000163902,P04843,RPN1	3:128620411-128650800	3q21.3-q25.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6184
RSPO2	R-spondin 2	Tumour TYPE: colorectal	340419,ENSG00000147655,Q6UXX9,RSPO2	8:107901075-108082638	8q23.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=340419
RSPO3	R-spondin 3	Tumour TYPE: colorectal	84870,ENSG00000146374,Q9BXY4,RSPO3,THSD2	6:127119193-127196007	6q22.33	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=84870
RUNDC2A	RUN domain containing 2A	Tumour TYPE: PMBL, Hodgkin lymphoma	84127,ENSG00000140660,FLJ12363,Q9HA26,RUNDC2A	16:11976807-12052226	16p13.13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=92017
RUNX1	runt-related transcription factor 1  (AML1)	Tumour TYPE: AML, pre B-ALL, T-ALL	861,AML1,CBFA2,ENSG00000159216,Q01196,RUNX1	21:34792135-35048899	21q22.3	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=861
RUNX1T1	runt-related transcription factor 1						COSMIC	
S100A7	S100 calcium binding protein A7	Tumour TYPE: melanoma, T-cell lymphoma	6278,ENSG00000143556,P31151,PSOR1,S100A7	1:153457806-153459013	1q21.3	E,L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6278
SALL4	spalt like transcription factor 4	Tumour TYPE: colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma	57167,ENSG00000101115,Q9UJQ4,SALL4	20:51784265-51802408	20q13.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=57167
SBDS	Shwachman-Bodian-Diamond syndrome protein		51119,ENSG00000126524,Q9Y3A5,SBDS	7:66988371-66995417	7q11	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=51119
SDC4	syndecan 4	Tumour TYPE: NSCLC	6385,ENSG00000124145,P31431,SDC4	20:45327264-45348384	20q12	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6385
SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	Tumour TYPE: GIST, paraganglioma	6389,ENSG00000073578,P31040,SDH2,SDHA	5:218356-256420	5p15	M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6389
SDHAF2	succinate dehydrogenase complex assembly factor 2		54949,C11orf79,ENSG00000167985,PGL2,Q9NX18,SDHAF2	11:61430147-61446071	11q12.2	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=54949
SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)		6390,ENSG00000117118,P21912,SDH,SDH1,SDHB	1:17018881-17054019	1p36.1-p35	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6390
