id	gene	label	synonym	chrLocation	refSeqId	locusType	linkPubmed	linkEnsembl
HGNC:2775	DFN2	deafness, X-linked 2, perceptive, congenital	NA	Xq22	NA	phenotype only	8968763	NA
HGNC:2939	DNA2	DNA replication helicase 2 homolog (yeast)	KIAA0083	10q21.3-q22.1	NM_001080449	gene with protein product	8938459, 17032657	ENSG00000138346
HGNC:21789	GIMAP2	GTPase, IMAP family member 2	DKFZp586D0824|HIMAP2|IMAP2	7q36.1	NM_015660	gene with protein product	15474311	ENSG00000106560
HGNC:7993	NRBP1	nuclear receptor binding protein 1	BCON3|MADM|MUDPNP	2p23	NM_013392	gene with protein product	10843813, 11956649	ENSG00000115216
HGNC:31286	OR5H14	olfactory receptor, family 5, subfamily H, member 14	NA	3	NM_001005514	gene with protein product	NA	ENSG00000236032
HGNC:36399	RPL6P13	ribosomal protein L6 pseudogene 13	NA	4q21.3	NG_010698	pseudogene	19123937	NA
HGNC:18606	OXCT2	3-oxoacid CoA transferase 2	FLJ00030|SCOT-T|FKSG25	1p34	NM_022120	gene with protein product	11214971, 11756565	ENSG00000198754
HGNC:36643	RPSAP34	ribosomal protein SA pseudogene 34	NA	4	NG_010142	pseudogene	19123937	NA
HGNC:20962	ATG3	ATG3 autophagy related 3 homolog (S. cerevisiae)	PC3-96|MGC15201|DKFZp564M1178|FLJ22125	3q13.2	NM_022488	gene with protein product	11825910	ENSG00000144848
HGNC:26057	C9orf95	chromosome 9 open reading frame 95	FLJ20559|NRK1|bA235O14.2	9q21.31	NM_001127603	gene with protein product	12477932	ENSG00000106733
HGNC:10639	CXCL13	chemokine (C-X-C motif) ligand 13	BLR1L|ANGIE2|ANGIE|BCA-1|BLC	4q21	NM_006419	gene with protein product	9463416, 9486651	ENSG00000156234
HGNC:3720	FKBP4	FK506 binding protein 4, 59kDa	FKBP52|FKBP59	12p13.33	NM_002014	gene with protein product	1279700	ENSG00000004478
HGNC:32831	MIR575	microRNA 575	hsa-mir-575	4q21.22	NR_030301	RNA, micro	NA	ENSG00000207746
HGNC:12552	UGT2B29P	UDP glucuronosyltransferase 2 family, polypeptide B29 pseudogene	NA	4q13	NG_001278	pseudogene	10623541	ENSG00000250566
HGNC:15446	PRPF31	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	NY-BR-99|PRP31	19q13.4	NM_015629	gene with protein product	11545739	ENSG00000105618
HGNC:4397	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	GY2	22q11.2	NM_053004	gene with protein product	11072084	ENSG00000185838
HGNC:14771	OR5H7P	olfactory receptor, family 5, subfamily H, member 7 pseudogene	NA	3	NG_002228	pseudogene	NA	ENSG00000187900
HGNC:32205	GOLGA6B	golgin A6 family, member B	NA	15q24.1	NM_018652	gene with protein product	NA	ENSG00000215186
HGNC:17928	PSMC3IP	PSMC3 interacting protein	TBPIP|GT198|HUMGT198A	17q21.2	NM_013290	gene with protein product	7490091, 10806355, 11739747	ENSG00000131470
HGNC:31890	TTTY17C	testis-specific transcript, Y-linked 17C (non-protein coding)	NCRNA00142	Yq11.223	NR_002179	gene with no protein product	NA	NA
HGNC:12505	UBL4A	ubiquitin-like 4A	MDY2|DXS254E|GET5|GDX	Xq28	NM_014235	gene with protein product	2829204, 16872915	ENSG00000102178
HGNC:7677	NDNL2	necdin-like 2	MAGEL3|NSE3|HCA4|NSMCE3|MAGEG1	15q13.1	NM_138704	gene with protein product	18086888	ENSG00000185115
HGNC:10620	CCL21	chemokine (C-C motif) ligand 21	CKb9|exodus-2|SLC|6Ckine|ECL|TCA4	9p13	NM_002989	gene with protein product	9235955	ENSG00000137077
HGNC:29904	C3orf42	chromosome 3 open reading frame 42	NAG73	3p25.3	NR_026829	gene with protein product	12477932	ENSG00000231177
HGNC:29325	KIAA1609	KIAA1609	NA	16q24.1	NM_020947	gene with protein product	10997877	ENSG00000140950
HGNC:13644	ZNF319	zinc finger protein 319	KIAA1388|Zfp319	16q21	NM_020807	gene with protein product	10718198, 11161788	ENSG00000166188
HGNC:21051	MTRF1L	mitochondrial translational release factor 1-like	NA	6q25-q26	NM_001114184	gene with protein product	NA	ENSG00000112031
HGNC:5532	IGHJ1	immunoglobulin heavy joining 1	NA	14q32.32-q32.33	NG_001019	immunoglobulin gene	NA	ENSG00000211905
HGNC:26121	TCEAL4	transcription elongation factor A (SII)-like 4	FLJ21174	Xq22.2	NM_001006935	gene with protein product	14702039	ENSG00000133142
HGNC:10703	SEC24A	SEC24 family, member A (S. cerevisiae)	NA	5q31.1	NM_021982	gene with protein product	10075675, 10329445	ENSG00000113615
HGNC:23869	FAM8A8P	family with sequence similarity 8, member A8 pseudogene	NA	Yq11.21	NG_003135	pseudogene	12815422	NA
HGNC:6544	LDHC	lactate dehydrogenase C	CT32	11p15.1	NM_002301	gene with protein product	NA	ENSG00000166796
HGNC:30162	EXOC3L2	exocyst complex component 3-like 2	FLJ36147|XTP7	19q13.32	NM_138568	gene with protein product	NA	ENSG00000130201
HGNC:33319	TGIF2P4	TGFB-induced factor homeobox 2 pseudogene 4	NA	14q24.2	NA	pseudogene	NA	NA
HGNC:35538	RPS3AP30	ribosomal protein S3a pseudogene 30	NA	8p23	NG_010791	pseudogene	19123937	NA
HGNC:11447	STYX	serine/threonine/tyrosine interacting protein	NA	14q22.1	NM_001130701	gene with protein product	7592916	ENSG00000198252
HGNC:9438	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	DYT16|PACT|RAX|HSD14	2q31.2	NM_001139517	gene with protein product	9687506, 10336432	ENSG00000180228
HGNC:29084	ZNF623	zinc finger protein 623	KIAA0628	8q24.3	NM_001082480	gene with protein product	9734811	ENSG00000183309
HGNC:16804	WWP2	WW domain containing E3 ubiquitin protein ligase 2	AIP2	16q22.1	NM_007014	gene with protein product	9169421, 12167593	ENSG00000198373
HGNC:4574	GRIA4	glutamate receptor, ionotrophic, AMPA 4	GLURD	11q22	NM_000829	gene with protein product	NA	ENSG00000152578
HGNC:9945	RDXP1	radixin pseudogene 1	NA	11p	NA	pseudogene	NA	NA
HGNC:13021	ZFP112	zinc finger protein 112 homolog (mouse)	NA	19q13.2	NM_001083335	gene with protein product	NA	ENSG00000062370
HGNC:36773	RPS15AP26	ribosomal protein S15a pseudogene 26	NA	8q22.1	NG_011324	pseudogene	19123937	NA
HGNC:23126	C21orf117	chromosome 21 open reading frame 117	PRED89	21	NA	gene with protein product	NA	ENSG00000238265
HGNC:15003	OR2AQ1P	olfactory receptor, family 2, subfamily AQ, member 1 pseudogene	NA	1	NG_004276	pseudogene	NA	ENSG00000229724
HGNC:19777	RPL36AP2	ribosomal protein L36a pseudogene 2	NA	14q23.3	NG_002553	pseudogene	19123937	NA
HGNC:36273	RPL9P33	ribosomal protein L9 pseudogene 33	NA	19q13.3	NG_010645	pseudogene	19123937	NA
HGNC:38492	CDK2AP2P1	cyclin-dependent kinase 2 associated protein 2 pseudogene 1	NA	9q12	XM_002344254	pseudogene	NA	NA
HGNC:31419	FAM102A	family with sequence similarity 102, member A	bA203J24.7|Eeig1	9	NM_001035254	gene with protein product	NA	ENSG00000167106
HGNC:12488	UBE2L3	ubiquitin-conjugating enzyme E2L 3	UBCH7	22q11.2	NM_003347	gene with protein product	8672131, 9693040	ENSG00000185651
HGNC:31400	SLC6A21P	solute carrier family 6 (neurotransmitter transporter), member 21 (pseudogene)	NA	19q13.33	NG_009578	pseudogene	16125675	NA
HGNC:28150	CRELD2	cysteine-rich with EGF-like domains 2	MGC11256	22q13.33	NM_001135101	gene with protein product	12137942	ENSG00000184164
HGNC:36226	RPL23AP79	ribosomal protein L23a pseudogene 79	NA	19q13.4	NG_010019	pseudogene	19123937	NA
HGNC:20808	ZNF430	zinc finger protein 430	FLJ13659	19p12	NM_001172671	gene with protein product	NA	ENSG00000118620
HGNC:17558	LCMT2	leucine carboxyl methyltransferase 2	TYW4|KIAA0547|PPM2|MGC9534	15q15.3	NM_014793	gene with protein product	9628581, 17150819	ENSG00000168806
HGNC:6190	JAK1	Janus kinase 1	JAK1A|JTK3	1p32.3-p31.3	NM_002227	gene with protein product	1848670, 7698020	ENSG00000162434
HGNC:32122	MIR516B1	microRNA 516b-1	hsa-mir-516b-1|hsa-mir-516-4	19q13.42	NR_030212	RNA, micro	NA	ENSG00000207946
HGNC:10652	SCZD4	schizophrenia disorder 4	NA	22q11-q13	NA	phenotype only	8178837	NA
HGNC:29227	HEG1	HEG homolog 1 (zebrafish)	KIAA1237|HEG	3q21.2	NM_020733	gene with protein product	10574462	ENSG00000173706
HGNC:13546	POLE3	polymerase (DNA directed), epsilon 3 (p17 subunit)	Ybl1|CHARAC17|CHRAC17|p17	9q33	NM_017443	gene with protein product	10801849, 10880450	ENSG00000148229
HGNC:30042	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	HDHD2B	10q26.2	NM_001167880	gene with protein product	12801912, 16430861	ENSG00000107902
HGNC:30305	RPA4	replication protein A4, 30kDa	HSU24186	Xq21	NM_013347	gene with protein product	7760808	ENSG00000204086
HGNC:5657	IGHV4-B	immunoglobulin heavy variable 4-B (provisional)	NA	14q32.32-q32.33	NA	immunoglobulin gene	NA	NA
HGNC:11953	TNR	tenascin R (restrictin, janusin)	NA	1q24	NM_003285	gene with protein product	8626505, 8940128	ENSG00000116147
HGNC:35085	TRNAQ47P	transfer RNA glutamine 47 (anticodon UUG) pseudogene	NA	12q13.12	NG_008568	RNA, pseudogene	NA	NA
HGNC:11327	SSRP1	structure specific recognition protein 1	FACT80	11q12	NM_003146	gene with protein product	1372440	ENSG00000149136
HGNC:6810	MAGEB3	melanoma antigen family B, 3	CT3.5	Xp21.3	NM_002365	gene with protein product	9441743	ENSG00000198798
HGNC:26693	TTLL10	tubulin tyrosine ligase-like family, member 10	FLJ36119	1p36.33	NM_001130045	gene with protein product	15890843	ENSG00000162571
HGNC:37257	C3orf78	chromosome 3 open reading frame 78	NA	3p21.1	NM_001124767	gene with protein product	NA	NA
HGNC:6108	IPP	intracisternal A particle-promoted polypeptide	KLHL27	1p34-p32	NM_001145349	gene with protein product	1905535, 8432546	ENSG00000197429
HGNC:3214	EEF2	eukaryotic translation elongation factor 2	EEF-2	19pter-q12	NM_001961	gene with protein product	2610926, 6427766	ENSG00000167658
HGNC:23752	LASS3	LAG1 homolog, ceramide synthase 3	CerS3|MGC27091	15q26.3	NM_178842	gene with protein product	NA	ENSG00000154227
HGNC:26909	HTRA4	HtrA serine peptidase 4	FLJ90724	8p11.23	NM_153692	gene with protein product	NA	ENSG00000169495
HGNC:35038	TRNAL42P	transfer RNA leucine 42 (anticodon UAA) pseudogene	NA	20q13.31	NG_008524	RNA, pseudogene	NA	NA
HGNC:37387	VN1R67P	vomeronasal 1 receptor 67 pseudogene	NA	16p11.2	NG_014054	pseudogene	NA	NA
HGNC:869	ATP7A	ATPase, Cu++ transporting, alpha polypeptide	NA	Xq21.1	NM_000052	gene with protein product	10079817	ENSG00000165240
HGNC:35168	DFNA59	deafness, autosomal dominant 59	NA	11p14.2-q12.3	NA	phenotype only	19030898	NA
HGNC:21969	CLEC2L	C-type lectin domain family 2, member L	FLJ32986	7q34	NM_001080511	gene with protein product	NA	ENSG00000236279
HGNC:3227	EFNB2	ephrin-B2	MGC126227|LERK5|MGC126228|MGC126226|HTKL|Htk-L	13q33	NM_004093	gene with protein product	7833926	ENSG00000125266
HGNC:26776	PAPD4	PAP associated domain containing 4	FLJ38499	5q14.1	NM_001114393	gene with protein product	12477932	ENSG00000164329
HGNC:28995	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1	KIAA0251	16p13.11	NM_015027	gene with protein product	NA	ENSG00000179889
HGNC:8622	PAX8	paired box 8	NA	2q13	NM_003466	gene with protein product	8431641, 7981748	ENSG00000125618
HGNC:38043	SEPT7P7	septin 7 pseudogene 7	NA	9q22.33	NG_021463	pseudogene	NA	NA
HGNC:2410	CRYGC	crystallin, gamma C	NA	2q33-q35	NM_020989	gene with protein product	NA	ENSG00000163254
HGNC:38306	MIR4316	microRNA 4316	hsa-mir-4316	17	NA	RNA, micro	NA	NA
HGNC:18027	TWISTNB	TWIST neighbor	NA	7p15.3	NM_001002926	gene with protein product	12438708	ENSG00000105849
HGNC:4537	P2RY13	purinergic receptor P2Y, G-protein coupled, 13	FKSG77|P2Y13	3q24	NM_176894	gene with protein product	11273702, 11574155	ENSG00000181631
HGNC:18653	KLHL6	kelch-like 6 (Drosophila)	FLJ00029	3q27.3	NM_130446	gene with protein product	11214971, 12617994	ENSG00000172578
HGNC:12422	TUFT1	tuftelin 1	NA	1q21	NM_001126337	gene with protein product	7919663	ENSG00000143367
HGNC:2269	COX5B	cytochrome c oxidase subunit Vb	NA	2q11.2	NM_001862	gene with protein product	NA	ENSG00000135940
HGNC:14062	IGF2AS	insulin-like growth factor 2 antisense	PEG8	11p15.5	NM_016412	gene with protein product	10731720	ENSG00000099869
HGNC:9755	QPRT	quinolinate phosphoribosyltransferase	QPRTase	16p11.2	NM_014298	gene with protein product	9473669	ENSG00000103485
HGNC:19711	DISP1	dispatched homolog 1 (Drosophila)	DISPA|DKFZP434I0428|MGC16796|MGC13130	1q42.12	NM_032890	gene with protein product	10619433	ENSG00000154309
HGNC:738	ASCL1	achaete-scute complex homolog 1 (Drosophila)	ASH1|HASH1|bHLHa46	12q22-q23	NM_004316	gene with protein product	8390674	ENSG00000139352
HGNC:33955	LUZP6	leucine zipper protein 6	MTPNUT|MPD6	7q33	NM_001128619	gene with protein product	16982933	ENSG00000105887
HGNC:25588	SLC47A1	solute carrier family 47, member 1	FLJ10847|MATE1	17p11.2	NM_018242	gene with protein product	16330770, 16996621, 16928787	ENSG00000142494
HGNC:10203	SNORD53	small nucleolar RNA, C/D box 53	U53	2p23.2	NR_002741	RNA, small nucleolar	8674114	NA
HGNC:13676	NDUFB3P4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa pseudogene 4	NA	14q32.2	NG_000956	pseudogene	11474204	NA
HGNC:33908	TYW1B	tRNA-yW synthesizing protein 1 homolog B (S. cerevisiae)	RSAFD2|NCRNA00069|MGC87315	7q11.23	NM_001145440	gene with protein product	NA	ENSG00000188463
HGNC:1100	BRCA1	breast cancer 1, early onset	BRCC1|RNF53	17q21-q24	NM_007294	gene with protein product	1676470	ENSG00000012048
HGNC:13629	PABPC5	poly(A) binding protein, cytoplasmic 5	PABP5	Xq21.3	NM_080832	gene with protein product	11374897	ENSG00000174740
HGNC:9275	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent, 1A	PP2Calpha|MGC9201|PP2CA	14q23.1	NM_021003	gene with protein product	1311954	ENSG00000100614
HGNC:11744	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	TFAP2G|AP2-GAMMA|ERF1|hAP-2g	20q13.2	NM_003222	gene with protein product	8661133	ENSG00000087510
HGNC:34373	RN5S12	RNA, 5S ribosomal 12	NA	1q42	NR_023374	RNA, ribosomal	NA	NA
HGNC:4841	HCL1	hair color 1 (brown)	BRHC	19p13.1-q13.11	NA	phenotype only	NA	NA
HGNC:13176	IKZF1	IKAROS family zinc finger 1 (Ikaros)	LyF-1|Hs.54452|hIk-1|IKAROS	7pter-7qter	NM_006060	gene with protein product	1439790, 7935426	ENSG00000185811
HGNC:37511	PIRC7	piwi-interacting RNA cluster 7	NA	1	NA	RNA, cluster	17881367	NA
HGNC:263	ADORA2A	adenosine A2a receptor	RDC8	22q11.23	NM_000675	gene with protein product	1662665, 2541503	ENSG00000128271
HGNC:10278	RP24	retinitis pigmentosa 24 (X-linked recessive)	NA	Xq26-q27	NA	phenotype only	9792872	NA
HGNC:15395	OR4F8P	olfactory receptor, family 4, subfamily F, member 8 pseudogene	NA	19	NG_004359	pseudogene	NA	NA
HGNC:18533	USP48	ubiquitin specific peptidase 48	FLJ20103|MGC14879|FLJ23054|FLJ23277|FLJ11328	1p36.12	NM_001032730	gene with protein product	12838346	ENSG00000090686
HGNC:2079	CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	FLJ39417	8p23.3	NM_018941	gene with protein product	10508524	ENSG00000182372
HGNC:11244	SPINK1	serine peptidase inhibitor, Kazal type 1	TATI|PCTT|Spink3|PSTI	5q32	NM_003122	gene with protein product	NA	ENSG00000164266
HGNC:3869	FRA1B	fragile site, aphidicolin type, common, fra(1)(p32)	NA	1p32	NA	fragile site	NA	NA
HGNC:2586	CLIP2	CAP-GLY domain containing linker protein 2	WSCR4|WSCR3|CLIP|CLIP-115|KIAA0291	7q11.23	NM_003388	gene with protein product	8812460, 9799601	ENSG00000106665
HGNC:31792	BOD1L	biorientation of chromosomes in cell division 1-like	FLJ33215|KIAA1327	4p16.1	NM_148894	gene with protein product	NA	ENSG00000038219
HGNC:34949	TRNAN30	transfer RNA asparagine 30 (anticodon GUU)	NA	1	NA	RNA, transfer	NA	NA
HGNC:30941	ZC3H8	zinc finger CCCH-type containing 8	Fliz1	2q13	NM_032494	gene with protein product	12477932	ENSG00000144161
HGNC:24793	C19orf35	chromosome 19 open reading frame 35	FLJ45778	19p13.3	NM_198532	gene with protein product	NA	ENSG00000188305
HGNC:3024	DRD3	dopamine receptor D3	NA	3q13.3	NM_000796	gene with protein product	1916765	ENSG00000151577
HGNC:6304	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	ERD2|ERD2.1|HDEL	19q13.3	NM_006801	gene with protein product	2172835	ENSG00000105438
HGNC:24746	C3orf77	chromosome 3 open reading frame 77	FLJ36157	3p21.33	NM_001145030	gene with protein product	NA	ENSG00000173769
HGNC:20092	ATF7IP	activating transcription factor 7 interacting protein	p621|FLJ10688	12p13.1	NM_018179	gene with protein product	10976766, 10777215	ENSG00000171681
HGNC:3531	F13A1	coagulation factor XIII, A1 polypeptide	NA	6p24.2-p23	NM_000129	gene with protein product	NA	ENSG00000124491
HGNC:29816	FBXO40	F-box protein 40	KIAA1195|Fbx40	3q21.1	NM_016298	gene with protein product	10574462	ENSG00000163833
HGNC:38208	MIR4287	microRNA 4287	hsa-mir-4287	8	NA	RNA, micro	NA	NA
HGNC:20308	RNF219	ring finger protein 219	FLJ13449	13q31.1	NM_024546	gene with protein product	NA	ENSG00000152193
HGNC:35674	RPL6P16	ribosomal protein L6 pseudogene 16	NA	4q35.1	NG_011360	pseudogene	19123937	NA
HGNC:37893	EEF1A1P20	eukaryotic translation elongation factor 1 alpha 1 pseudogene 20	NA	5q21.1	NG_021893	pseudogene	NA	NA
HGNC:9705	PVR	poliovirus receptor	Tage4|NECL5|HVED|CD155|Necl-5	19q13.2	NM_001135768	gene with protein product	2170108	ENSG00000073008
HGNC:36143	RPL7P44	ribosomal protein L7 pseudogene 44	NA	13q22.3	NG_010043	pseudogene	19123937	NA
HGNC:19694	STXBP4	syntaxin binding protein 4	MGC50337|Synip	17q22	NM_178509	gene with protein product	12855681	ENSG00000166263
HGNC:36406	RPS26P38	ribosomal protein S26 pseudogene 38	NA	10q23.2	NG_010063	pseudogene	19123937	NA
HGNC:20725	ZNF426	zinc finger protein 426	MGC2663	19p13.2	NM_024106	gene with protein product	NA	ENSG00000130818
HGNC:12052	TRAJ23	T cell receptor alpha joining 23	NA	14q11.2	NG_001332	T cell receptor gene	8188290	NA
HGNC:16490	DPP8	dipeptidyl-peptidase 8	DPRP1|FLJ20283|DP8|MSTP141|FLJ14920|MGC26191	15q22	NM_017743	gene with protein product	11012666	ENSG00000074603
HGNC:14271	RASSF3	Ras association (RalGDS/AF-6) domain family member 3	NA	12q14.2	NM_178169	gene with protein product	NA	ENSG00000153179
HGNC:17428	RAPGEFL1	Rap guanine nucleotide exchange factor (GEF)-like 1	Link-GEFII	17q21.2	NM_016339	gene with protein product	NA	ENSG00000108352
HGNC:37976	GDI2P2	GDP dissociation inhibitor 2 pseudogene 2	NA	1p31.1	NG_022783	pseudogene	NA	NA
HGNC:35757	RPL7AP30	ribosomal protein L7a pseudogene 30	NA	4q25	NG_011047	pseudogene	19123937	ENSG00000251464
HGNC:10120	RNU1-1	RNA, U1 small nuclear 1	HSD1|Rnu1a1|U1|HU1-1|U1A1	1p36.13	NR_004430	RNA, small nuclear	12082087	ENSG00000206652
HGNC:5500	IGHD3OR15-3A	immunoglobulin heavy diversity 3/OR15-3A (non-functional)	IGHD3/OR15-3A|IGHD3OR153A	15q11.2	NA	immunoglobulin gene	2114977	NA
HGNC:13593	FBXO22	F-box protein 22	FISTC1|FBX22	15q23	NM_012170	gene with protein product	10531035, 10531037, 17855421	ENSG00000167196
HGNC:2763	DEFA4	defensin, alpha 4, corticostatin	HP-4	8p23.1	NM_001925	gene with protein product	8469233	ENSG00000164821
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	ACT|CTE-II|LACH1|hBACH|ACH1|BACH|MGC1126	1p36	NM_007274	gene with protein product	10578051, 16103133, 16940157	ENSG00000097021
HGNC:33825	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	SPINK5L2	5q32	NM_001001325	gene with protein product	NA	NA
HGNC:26089	ZNHIT6	zinc finger, HIT type 6	BCD1|NY-BR-75|FLJ20729	1p22.3	NM_001170670	gene with protein product	12747765	ENSG00000117174
HGNC:34930	TRNAL34	transfer RNA leucine 34 (anticodon AAG)	NA	5	NA	RNA, transfer	NA	NA
HGNC:11776	TGIF1	TGFB-induced factor homeobox 1	NA	18p11.31	NM_003244	gene with protein product	8537382, 10835638	ENSG00000177426
HGNC:26276	C2orf34	chromosome 2 open reading frame 34	FLJ23451	2p21	NM_024766	gene with protein product	12477932	ENSG00000143919
HGNC:7981	NR4A2	nuclear receptor subfamily 4, group A, member 2	HZF-3|NOT|RNR1|TINUR	2q22-q23	NM_006186	gene with protein product	7706727	ENSG00000153234
HGNC:28758	FASTKD3	FAST kinase domains 3	FLJ23274|MGC5297	5p15.31	NM_024091	gene with protein product	12477932	ENSG00000124279
HGNC:3389	EPHA5	EPH receptor A5	Hek7|TYRO4|CEK7|EHK1	4q13.1	NM_004439	gene with protein product	9267020, 7528718	ENSG00000145242
HGNC:32711	SNORD13	small nucleolar RNA, C/D box 13	RNU13|U13	8p12	NR_003041	RNA, small nucleolar	2531075	ENSG00000239039
HGNC:3896	FRA3A	fragile site, aphidicolin type, common, fra(3)(p24.2)	NA	3p24.2	NA	fragile site	NA	NA
HGNC:33268	CT45A3	cancer/testis antigen family 45, member A3	CT45-3|CT45.3	Xq26.3	NM_001017435	gene with protein product	15905330	ENSG00000232417
HGNC:21403	C6orf163	chromosome 6 open reading frame 163	NA	6q15	XM_001720089	gene with protein product	NA	ENSG00000203872
HGNC:3037	DSC3	desmocollin 3	DSC|DSC1|CDHF3|DSC2	18q12.1	NM_001941	gene with protein product	7774948, 8486729	ENSG00000134762
HGNC:26520	CCDC155	coiled-coil domain containing 155	FLJ32658	19q13.33	NM_144688	gene with protein product	NA	ENSG00000161609
